FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1DateStart,Season1DateEnd,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season1Time 8,Season2DateStart,Season2DateEnd,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season2Time 8,Season3DateStart,Season3DateEnd,Season3Time 1,Season3Time 2,Season3Time 3,Season4DateStart,Season4DateEnd,Season4Time 1,Season4Time 2,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1019155,Waco Downtown Farmers Market,http://wacodowntownfarmersmarket.org,https://www.facebook.com/WacoDowntownFarmersMarket/,,,https://www.instagram.com/wacofarmersmkt/,500 Washington Avenue,Waco,McLennan,Texas,76701,2021-01-01T00:00:00Z,2023-07-12T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.132941,31.556820,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,2021-04-01T05:27:06Z
1021537,Wagoner Farmers Market,,@wagonermarket,,,,115 S Main Street,Wagoner,Wagoner,Oklahoma,74467,2021-01-04T00:00:00Z,2021-01-04T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.379596,35.963528,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,2022-11-06T12:46:31Z
1005268,Wahiawa District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,1139 A Kilani Avenue,Wahiawa,Honolulu,Hawaii,96786,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Tue: 10:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-158.022580,21.500382,,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2020-08-03T04:37:25Z
1004574,Wahoo Farmers Market,,,,,,Corner of 7th and Beech,Wahoo,Saunders,Nebraska,68066,2019-12-05T00:00:00Z,2020-06-08T00:00:00Z,Thu: 4:30 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.617391,41.212079,,Y,N,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,2020-06-07T11:01:21Z
1005263,Waiau District Park (People's Open Market),http://www.co.honolulu.hi.us/parks/programs/pom,,,,,98-1650 Kaahumanu Street,Pearl City,Honolulu,Hawaii,96782,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Tue: 6:30 AM-7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-157.952992,21.402403,,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2020-12-01T03:52:32Z
1005269,Waikele Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,94-870 Lumiana Street,Waiapahu,Honolulu,Hawaii,96767,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Sun: 11:30 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-157.971725,21.453708,,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2020-12-01T03:57:57Z
1005264,Waimanalo Beach Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,41-741 Kalanianaole Highway.,Waimanalo,Honolulu,Hawaii,96795,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Thu: 7:00 AM-8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-157.694600,21.331444,,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2020-12-01T03:50:32Z
1005266,Waipahu District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,94-230 Paiwa Street,Waipahu,Honolulu,Hawaii,96767,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Tue: 8:00 AM-9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-157.999449,21.387839,,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,2020-08-03T04:54:48Z
1019489,Wakefield,https://www.fairfaxcounty.gov/parks/farmersmarkets/wakefield,https://www.facebook.com/events/420079218795888/,,,@fairfaxfarmmarkets,8100 Braddock Road,Annandale,Fairfax,Virginia,22003,2020-05-04T00:00:00Z,2021-06-04T00:00:00Z,Wed: 2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.196229,38.832801,,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,2021-01-04T02:07:36Z
1021340,Wallingford Farmers Market,http://www.sfmamarkets.com/visit-wallingford-farmers-market,https://www.facebook.com/WallingfordFarmersMarket,,,https://www.instagram.com/sfmamarkets/,4800 Meridian Ave N,Seattle,King,Washington,98103,2021-12-05T00:00:00Z,2021-12-05T00:00:00Z,Wed: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.333359,47.663924,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,2021-04-02T04:43:53Z
1020197,Walnut Creek Certified Farmers' Market,http://www.cccfm.org/,https://www.facebook.com/WalnutCreekFarmersMarket,,,https://www.instagram.com/walnutcreekfarmersmarket/,1799 Locust Street,Walnut Creek,Contra Costa,California,94596,2020-01-01T00:00:00Z,2022-07-12T00:00:00Z,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.040479,37.902666,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,2022-03-08T07:27:10Z
1018219,Wapello County Farmers Market,,Wapello County  Farmers Market,,,,,Ottumwa,Wapello,Iowa,52501,2020-01-06T00:00:00Z,2020-01-10T00:00:00Z,Mon: 2:30 PM-5:30 PM,Thu: 2:30 PM-5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-92.425855,41.017422,,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2020-10-09T10:33:56Z
1021366,Washington on the Brazos Farmers Market,http://www.wheretexasbecametexas.org,https://www.facebook.com/events/2544980005810836,,,,23400 Park Road 12,Washington,Washington,Texas,77880,2022-08-03T00:00:00Z,2022-08-03T00:00:00Z,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.403458,30.2145775,,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2022-12-02T12:13:56Z
1018552,Waterfront Farmers Market of Gig Harbor,http://www.waterfrontfarmersmarket.org,www.facebook.com/waterfrontfarmersmarketgigharbor/,https://twitter.com/WaterfrontMktGH,,Instagram: @waterfrontfarmersmarket,3211 Harborview Drive,Gig Harbor,Pierce,Washington,98335,2020-04-06T00:00:00Z,,Thu: 1:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.581273,47.330952,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,2021-04-01T12:21:44Z
1020021,Waterloo Rotary Farm Market,,https://www.facebook.com/rotaryfarmarket,,,,22 Locust Street,Waterloo,Seneca,New York,13165,2021-08-06T00:00:00Z,2020-03-10T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.865814,42.903737,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,2020-03-08T02:28:33Z
1019394,"Watertown, CT Farmers' Market",,https://www.facebook.com/Watertown-CT-Farmers-Market-296552447624881/,,,,690 Thomaston Rd.,Watertown,Litchfield,Connecticut,06795,2019-06-07T00:00:00Z,2020-07-10T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.106489,41.622580,,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,2020-05-02T12:54:20Z
1018319,Watford Market,,https://www.facebook.com/watfordmarket/,,,,501 7th St SE,Watford City,McKenzie,North Dakota,58854,2022-06-07T00:00:00Z,,Thu: 5:30 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-103.271392,47.797315,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2021-04-01T05:19:08Z
1001962,Waukon Farmers Market,,https://www.facebook.com/WaukonFM,,,,850 Rossville Road,Waukon,Allamakee,Iowa,52172,2017-08-06T00:00:00Z,,Mon: 3:30 AM-6:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.472878,43.260191,,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,2021-03-09T04:42:23Z
1011229,Way Green Local Fare Market,http://www.waygreeninc.org,https://www.facebook.com/WayxGreen/,,,Instagram @WayxGreen,1460 n Augusta Ave,Waycross,Ware,Georgia,31503,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.3818511,31.2357520,,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2021-06-01T03:12:02Z
1019613,Wayland Farmers Market on Main Street,,https://www.facebook.com/groups/marketonmainstreet/,,,,149 South Main Street,Wayland,Allegan,Michigan,49348,2019-01-06T00:00:00Z,2021-01-10T00:00:00Z,Tue: 9:00 AM-2:00 PM,Sat: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-85.642864,42.672620,,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2019-10-07T01:49:29Z
1004499,Wayland Winter Farmers' Market,https://www.russellsgc.com/farmersmarket,https://www.facebook.com/pages/Wayland-Summer-Farmers-Market/216269755070032,https://twitter.com/Wayland Wint/Sum Mkt,,Instagram: waylandfarmersmarket,397 Boston Post Road,Wayland,Middlesex,Massachusetts,01778,2021-12-06T00:00:00Z,2020-07-10T00:00:00Z,Wed: 12:00 PM-4:00 PM,,,,,,,,2020-10-01T00:00:00Z,2021-02-03T00:00:00Z,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,-71.369892,42.363071,,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,2021-04-01T09:39:35Z
1019016,Wayne County Farmers Market,,Wayne County Farmers Market,,,,Center & Main,Torrey,Wayne,Utah,84775,2018-05-05T00:00:00Z,2020-03-10T00:00:00Z,Sat: 4:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.420890,38.299219,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,2019-06-03T10:56:49Z
1021559,Wayne County Farmers Market,,Wayne County Farmers Market,,,,200 Willow Ave. Route 6,Honesdale,Wayne,Pennsylvania,18431,2022-10-05T00:00:00Z,2022-10-05T00:00:00Z,Sat: 9:30 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.251698,41.566626,,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,2021-04-07T03:02:35Z
1012485,Wayne State University Farmers Market,http://coe.wayne.edu/centerforhealthandcommunityimpact/farmersmarket.php,https://facebook.com/WSUFarmersMarket/,https://twitter.com/wsufarmersmkt,,Instagram: wsufarmersmarket,Warren and Woodward Ave,Detroit,Wayne,Michigan,48202,2018-01-06T00:00:00Z,2020-07-10T00:00:00Z,Wed: 10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.064645,42.356528,,Y,N,N,Y,Y,-,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,2020-02-07T04:12:18Z
1020047,Waynesboro Farmers Market,https://www.projectgrows.org,https://www.facebook.com/WboroFM/,,,,215 McElroy St.,Waynesboro,Waynesboro,Virginia,22980,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.885734,38.068559,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,2021-11-01T12:12:49Z
1019124,Waynesburg Farmers' Market,http://waynesbugpa.org,https://www.facebook.com/Waynesburg-Farmers-Market-236396956398280/,,,,High Street,Waynesburg,Fulton,Pennsylvania,15370,2019-04-05T00:00:00Z,2019-12-10T00:00:00Z,Wed: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.186112,39.896462,,Y,N,N,Y,N,-,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,2018-07-06T09:39:40Z
1019743,Weaver Library Farmers' Market,http://www.eastprovidencelibrary.org,https://www.facebook.com/weaverlibraryfarmersmarket/,,,,41 Grove Avenue,East Providence,Providence,Rhode Island,02914,2020-09-07T00:00:00Z,2021-12-09T00:00:00Z,Thu: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.375284,41.818877,,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,2021-04-01T11:32:49Z
1021452,Webb City Farmers Market,http://www.webbcityfarmersmarket.com/,https://www.facebook.com/WebbCityFarmersMarket,,https://www.youtube.com/channel/UCcFOS0YzbUDbb_dj5xQXcZg,http://webbcityfarmersmarket.blogspot.com/,106 East Tracy Street,Webb City,Jasper,Missouri,64870,2022-12-04T00:00:00Z,2022-12-04T00:00:00Z,Tue: 4:00 PM-7:00 PM,Thu: 11:00 AM-2:00 PM,Sat: 9:00 AM-12:00 PM,,,,,,2022-09-08T00:00:00Z,2022-09-08T00:00:00Z,Tue: 4:00 PM-7:00 PM,Sat: 9:00 AM-12:00 PM,,,,,,,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,-94.462592,37.140206,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2023-04-04T11:12:30Z
1006093,Webster Springs Farmer's Market,,,,,,Baker's Island,Webster Springs,Webster,West Virginia,26288,2020-09-07T00:00:00Z,2021-03-10T00:00:00Z,Thu: 3:00 PM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.415459,38.478420,,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2020-05-08T09:25:35Z
1000384,"Webster's Joe Obbie Farmers' Market, Inc.",http://www.webstersjoeobbiefarmersmarketinc.org,https://www.facebook.com/pages/Websters-Joe-Obbie-Farmers-Market-Inc/271407932889827,,,,"1028 Ridge Road, Webster Towne Center",Webster,Monroe,New York,14580,2020-01-06T00:00:00Z,2022-07-10T00:00:00Z,Sat: 8:30 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.452948,43.212229,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,2021-05-01T10:18:30Z
1019864,"Wednesday, Indiana County Farmers' Market",https://indianafarmmarket.blogspot.com/,https://www.facebook.com/indianafarmmarket/,,,,Wayne Avenue & Hospital Rd,Indiana,Indiana,Pennsylvania,15701,2020-10-06T00:00:00Z,2020-07-10T00:00:00Z,Wed: 3:30 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.159344,40.610507,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2021-03-05T03:03:53Z
1012212,Weiser Farmer's Market,,Weiser Farmers Market,,,,1 State Street,Weiser,Washington,Idaho,83672,2018-02-08T00:00:00Z,2019-01-09T00:00:00Z,Thu: 5:00 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.971130,44.244083,,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2020-02-07T05:18:02Z
1019641,Welcome Center Farmers Market,,https://www.facebook.com/Harrison-County-Iowa-Welcome-Center-198265796855610/,,,,2931 Monroe Avenue,Missouri Valley,Harrison,Iowa,51555,2019-09-05T00:00:00Z,2020-05-10T00:00:00Z,Thu: 3:30 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.848181,41.583893,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2021-01-07T02:04:15Z
1019114,Wellfleet Farmers' Market,http://www.wellfleetfarmersmarket.com/,https://www.facebook.com/WellfleetFarmersMarket/,,,https://www.instagram.com/wellfleetfarmersmarket/,200 Main Street,Wellfleet,Barnstable,Massachusetts,02667,2019-04-05T00:00:00Z,2018-10-10T00:00:00Z,Wed: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.027995,41.939238,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,2020-01-05T02:46:47Z
1002890,Wellington Square Certified Farmers Market,http://www.wellingtonsquarefarmersmarket.com,https://www.facebook.com/wellingtonsquarefarmersmarket,https://twitter.com/https://twitter.com/wsfarmersmarket,,,4394 W Washington Blvd.,Los Angeles,Los Angeles,California,90016,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.334753,34.039790,,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2020-02-07T07:32:01Z
1002280,WesMar Farms Farm Stand,,https://www.facebook.com/pages/WesMar-Farms,,,,851 Couvillion St,Moreauville,Avoyelles,Louisiana,71355,2019-01-01T00:00:00Z,2019-01-12T00:00:00Z,Mon: 8:00 AM-3:00 PM,Tue: 8:00 AM-3:00 PM,Wed: 8:00 AM-3:00 PM,Thu: 8:00 AM-3:00 PM,Fri: 8:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,-91.979567,31.035239,,Y,N,N,Y,N,-,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,2019-09-12T05:49:03Z
1019067,West End Farmers Market,http://leapforlocalfood.org/westend,https://www.facebook.com/WestEndCommunityMarket/,https://twitter.com/http://twitter.com/leap4local,,http://instagram.com/leapmarkets,1210 Patterson Ave. SW,Roanoke,Roanoke City,Virginia,24016,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Tue: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.958472,37.27783,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,2019-11-04T04:46:45Z
1018650,West LA Farmers Market,http://www.wlafarmersmarket.com,https://www.facebook.com/WestLaFarmersMarket/,,,https://www.instagram.com/westlafarmersmarket/?hl=en,1600 Purdue Ave.,Los Angeles,Los Angeles,California,90025,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Sun: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.450674,34.045724,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,2020-05-12T12:51:17Z
1011203,West Lafayette Farmers Market,http://wlfarmersmarket.com/,www.facebook.com/westlafayettefarmersmarket,https://twitter.com/WLFarmersMkt,,Instagram: wlfarmersmarket,3065 N Salisbury St,West Lafayette,Tippecanoe,Indiana,47906,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z,Wed: 3:30 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.915836,40.461469,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,2023-02-01T11:25:42Z
1019424,West Orange Farmers Market,http://WOFarmersMarket.com,https://www.facebook.com/WestOrangeFM,,,,80 Main Street,West Orange,Essex,New Jersey,07052,2020-06-05T00:00:00Z,2019-02-11T00:00:00Z,Sat: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.238131,40.780392,,Y,Y,Y,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,2019-11-03T12:02:58Z
1019657,West Plains Area Farmers' Market,,www.facebook.com/WestPlainsAreaFarmersMarket/,,,,1380 Bill Virdon Blvd.,West Plains,Wright,Missouri,65775,2019-03-04T00:00:00Z,2021-06-11T00:00:00Z,Wed: 9:00 AM-1:00 PM,Sat: 9:00 AM-1:00 PM,,,,,,,2019-07-12T00:00:00Z,2021-04-12T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,-91.835774,36.723987,,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2019-02-08T12:24:47Z
1019877,West Point Farmers Market,,,,,,,West Point,Dodge,Nebraska,,,,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.705918,41.837741,,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2022-03-05T12:48:41Z
1002177,West Point-Town of Highlands Farmers Market,,https://www.facebook.com/pages/WestPointTownofHighlandsFarmersMarket,,,,Main street,Village of Highland Falls,Orange,New York,10928,2019-05-06T00:00:00Z,2020-04-10T00:00:00Z,Sun: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.96631,41.36957,,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2018-02-08T12:58:13Z
1016908,West Town Health & Farmers Market,http://www.presencehealth.org/west-town-health-market,https://www.facebook.com/PresenceHealth/,,,,2233 W Division St,Chicago,Cook,Illinois,60622,2019-02-06T00:00:00Z,2019-01-12T00:00:00Z,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.684396,41.902872,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2018-03-08T11:00:23Z
1019911,West Warwick Farmers Market,https://guide.farmfreshri.org/food/farmersmarkets_details.php?market=30,https://www.facebook.com/farmfreshri/,,,,186 Providence St,West Warwick,Kent,Rhode Island,02893,2020-01-07T00:00:00Z,2022-04-10T00:00:00Z,Wed: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.516856,41.713691,,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2020-05-06T01:41:43Z
1012204,Westbrook Village Second Sundays Marketplace,http://www.westbrookvillage.org,,,,,19251 N Westbrook Parkway,Peoria,Maricopa,Arizona,85382,2018-01-10T00:00:00Z,2019-01-12T00:00:00Z,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-112.2655960,33.6581970,,Y,N,N,N,N,-,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,2020-03-12T10:10:53Z
1010319,Westchase District Farmers Market,http://westchasedistrictfarmersmarket.com,https://www.facebook.com/westchasedistrictfarmersmarket,,,,10503 Westheimer Road,Houston,Harris,Texas,77042,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.560152,29.736539,,Y,N,N,N,N,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,2020-07-07T12:41:49Z
